user_id,overall_score,Action,Adult,Adventure,Anime,Comedy,Crime,DIY,Drama,Espionage,Family,Fantasy,Food,Friendship,Historical,History,Horror,Law,Legal,Life,Medical,Military,Music,Mystery,Psychological,Romance,Science-Fiction,Sports,Supernatural,Thriller,Travel,War,Youth
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,6.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,7.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,6.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,6.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,7.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,6.5,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,9.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
0,8.0,8.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.8076923076923075,0.0,0.0,8.0,7.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,8.5,0.0,8.5,6.5,0.0,8.26923076923077,0.0,0.0,8.0,7.5,0.0,0.0,0.0
1,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.888888888888889,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,8.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,9.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9.5,0.0,0.0,0.0,0.0,9.5,0.0,0.0,8.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,9.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
